Step;./data/KMnO4-HIGH-CONC.txt;./data/WATER.txt;./data/KMnO4-DILUTED.txt
3,0;0,004765138;0,007845704999999998;0,005242188
8,0;0,004745118;0,007908692999999998;0,005206056
12,0;0,004779542;0,007900392;0,005274659
17,0;0,004885499;0,007975587;0,005180665
23,0;0,004732179;0,007862793999999998;0,005140137
29,0;0,004784913;0,007899415;0,005177491
34,0;0,004661378;0,007754152;0,005082764
40,0;0,004676026;0,007665039999999999;0,004994385
46,0;0,004806642;0,007760744;0,005117921
52,0;0,004656983;0,007536621999999998;0,004979981
58,0;0,00460376;0,007527345;0,005003175
63,0;0,004688966;0,007582275999999998;0,005122071
69,0;0,004506348;0,007492432999999998;0,005130616
75,0;0,004528077;0,007502441999999998;0,005061769
81,0;0,004525392;0,007453126;0,005058838
87,0;0,004463624;0,0074292;0,004938721
92,0;0,00443213;0,007513429;0,004955567
98,0;0,004439942;0,007345461;0,004857667
104,0;0,004428467;0,007270752999999999;0,004826417
110,0;0,004506104;0,007373048;0,004837403
116,0;0,004345216;0,007236328999999999;0,004689454
122,0;0,004385987;0,00712549;0,004720703
127,0;0,004550293;0,007246339;0,004746094
133,0;0,004457032;0,007090333;0,004652589
139,0;0,004431153;0,00709424;0,004806397
145,0;0,004424805;0,00702173;0,004784913
151,0;0,004416749;0,007032716;0,004782471
156,0;0,00456006;0,006973391;0,004983399
162,0;0,004465333;0,006861573;0,004947267
168,0;0,004479493;0,006766114;0,004947022
174,0;0,004621583;0,006930909;0,005039308
180,0;0,004500489;0,006800294;0,005054688
185,0;0,004562745;0,006773927;0,005030274
191,0;0,004701905;0,006896242;0,005220948
197,0;0,004766114;0,006819337;0,005322022
203,0;0,004816163;0,006908205;0,005455566
209,0;0,004897217;0,007009278;0,005570557
215,0;0,004883301;0,006989747;0,005638185
220,0;0,004996338;0,007061036;0,005745118
226,0;0,004903809;0,007187014;0,005845215
232,0;0,004964112;0,007158204;0,005884035
238,0;0,005163575;0,007317139999999998;0,006115724
244,0;0,005089845;0,007369386;0,006098634
249,0;0,005125489;0,007496095;0,006191896
255,0;0,005357422;0,007699952;0,006506104
261,0;0,005358644;0,007835939;0,006632569
267,0;0,005531983;0,008054933;0,006785402
273,0;0,005561036;0,008093506999999998;0,006996583
278,0;0,00557129;0,008116945;0,00694629
284,0;0,005618653;0,008231935;0,007151613
290,0;0,005686036;0,008388184999999998;0,00709961
296,0;0,005675538;0,008478028999999998;0,007283203999999998
302,0;0,00590796;0,008618897;0,007437013999999999
308,0;0,005808839;0,008610598;0,007293458
313,0;0,005813966;0,008669436;0,007388429
319,0;0,006003907;0,008877932;0,007548341
325,0;0,005967531;0,008903321;0,007520265
331,0;0,005971437;0,008896485;0,007552248
337,0;0,006047853;0,00900879;0,007592042999999998
342,0;0,005925294;0,008992188;0,007547364
348,0;0,005958253;0,00899341;0,007496583
354,0;0,005937257;0,008881593;0,00742676
360,0;0,005810304;0,008907717;0,007367677
366,0;0,00595337;0,009020509;0,007463868
371,0;0,005890871;0,008946534;0,00725635
377,0;0,005940187;0,008971925;0,007186769
383,0;0,006045167;0,009035891;0,007364258999999998
389,0;0,005940187;0,008902589;0,007182374
395,0;0,005874269;0,00892676;0,007075196
401,0;0,00579419;0,008949221;0,006972902
406,0;0,005749512;0,008743654;0,00691089
412,0;0,005720215;0,008775147;0,006823487
418,0;0,00547998;0,008596437;0,006649903
424,0;0,005398195;0,008447266999999998;0,00645752
430,0;0,005474854;0,008519288;0,006408692
435,0;0,005400879;0,008256348999999998;0,006231202
441,0;0,005345948;0,008140869999999998;0,006178957
447,0;0,005317628;0,008016115;0,006177247
453,0;0,005177002;0,007796876;0,006008546
459,0;0,005076661;0,007848390999999998;0,005851319
464,0;0,005129883;0,007696777999999999;0,005848145
470,0;0,004958985;0,007496583;0,005649903
476,0;0,005014649;0,007471437;0,005673584
482,0;0,004908692;0,007244874;0,005522705
488,0;0,004946534;0,007087648;0,005567627
494,0;0,00498877;0,007107912;0,005692872
499,0;0,004870118;0,007004395;0,005543702
505,0;0,004800538;0,006851808;0,005492188
511,0;0,004905274;0,006940187;0,005714112
517,0;0,004840333;0,006876466;0,005566407
523,0;0,004910157;0,006982667;0,005752931
528,0;0,005107179;0,006933351;0,005746095
534,0;0,004990724;0,006791993;0,005666993
540,0;0,005125;0,006911867;0,005768556
546,0;0,005000733;0,00682129;0,005747804
552,0;0,005020265;0,006739259;0,00566211
558,0;0,005092286;0,00689502;0,005793702
563,0;0,00503418;0,006855226;0,005848145
569,0;0,00505542;0,00692627;0,005785645
575,0;0,005195558;0,007022706;0,005879152
581,0;0,005180665;0,007124757;0,00580713
587,0;0,005207032;0,007021486;0,005847657
592,0;0,005294923;0,007144288;0,005843263
598,0;0,005154053;0,007031739;0,00570044
604,0;0,005224122;0,007159669;0,005648194
610,0;0,005109376;0,007023683;0,005579591
616,0;0,004937745;0,006975343;0,00551416
621,0;0,005029786;0,007095461;0,005519288
627,0;0,004875001;0,00686548;0,005288819
633,0;0,004807862;0,006803468;0,005204346
639,0;0,004892579;0,006722658;0,005258546
645,0;0,004799806;0,006500001;0,005176026
651,0;0,004735108;0,006530519;0,005229492
656,0;0,004730225;0,006385988;0,005295167
662,0;0,004663819;0,006263673;0,00522461
668,0;0,004742432;0,006293214;0,005403077
674,0;0,004729493;0,006098878;0,005529298
680,0;0,004755128;0,006140382;0,005561769
685,0;0,005029297;0,006207276;0,005871583
691,0;0,005001954;0,006106203;0,006094972
697,0;0,005040772;0,006163087;0,006463869
703,0;0,005415528;0,006385988;0,007014406
709,0;0,00568042;0,006443849;0,007505861
714,0;0,006080568;0,006725099;0,008058839999999998
720,0;0,006329347;0,007065431;0,008696535
726,0;0,006557863;0,007212403;0,009266358
732,0;0,006924807;0,00767212;0,01006128
738,0;0,007522463;0,008035158;0,01096362
744,0;0,007995362;0,008598144999999998;0,01169165
749,0;0,008414797;0,009214356000000002;0,01256323
755,0;0,008876953999999998;0,009692384;0,0131565
761,0;0,009384523;0,0103523;0,01394702
767,0;0,01014917;0,0113313;0,01506104
773,0;0,01080469;0,01223853;0,01592456
778,0;0,01114746;0,01295288;0,01675489
784,0;0,01169068;0,01367481;0,01760401
790,0;0,01200269;0,01433814;0,01814087
796,0;0,01253345;0,0151355;0,01894922
802,0;0,01308228;0,01614551;0,01997998
807,0;0,01353296;0,01697461;0,02064063
813,0;0,01404981;0,01780567;0,02139014
819,0;0,01439234;0,0185625;0,02214478
825,0;0,01476489;0,01928858;0,02261255
831,0;0,01527539;0,02030713;0,02361793
837,0;0,01563867;0,02111353;0,02420679
842,0;0,01608594;0,0219502;0,0249524
848,0;0,0164961;0,02259326;0,0255149
854,0;0,01661524;0,02313355;0,02587159
860,0;0,01703101;0,02386011;0,02649512
866,0;0,0172312;0,02447339;0,02706519
871,0;0,01756812;0,02502125;0,02742139
877,0;0,01790064;0,02571314;0,02797877
883,0;0,01800953;0,0262046;0,0283313
889,0;0,01827784;0,02658326;0,02882227
895,0;0,01859131;0,02741309;0,02926563
900,0;0,01866455;0,02787037;0,02961451
906,0;0,01893946;0,02821314;0,02988477
912,0;0,0192146;0,02864429;0,03028565
918,0;0,01924146;0,02898267;0,03033716
924,0;0,01924512;0,0294314;0,03059571
930,0;0,01925147;0,02974756;0,03074439
935,0;0,01935694;0,03000489;0,03064722
941,0;0,01938379;0,03033814;0,03073658
947,0;0,01921729;0,03057178;0,0304148
953,0;0,01921924;0,0306189;0,03035499
959,0;0,01911011;0,03084864;0,02989625
964,0;0,01874414;0,03092359;0,02920118
970,0;0,01849219;0,03091675;0,02857178
976,0;0,0181189;0,03085816;0,02789917
982,0;0,017646;0,03055274;0,02714429
988,0;0,01724488;0,03023584;0,02613868
993,0;0,01630054;0,02953467;0,02476929
999,0;0,01565454;0,02890577;0,02372999
1005,0;0,01513526;0,0284585;0,02276001
1011,0;0,01446045;0,02736036;0,0217854
1017,0;0,0138335;0,02678418;0,02091553
1023,0;0,01313892;0,02572608;0,02004273
1028,0;0,01231568;0,02435694;0,01914429
1034,0;0,01191455;0,02332227;0,01863843
1040,0;0,01168555;0,02247486;0,01835816
1046,0;0,0114314;0,02147779;0,01813696
1052,0;0,01141528;0,02064942;0,01835449
1057,0;0,01137134;0,01964405;0,01875171
1063,0;0,01158423;0,01885864;0,01923194
1069,0;0,01191846;0,01868409;0,01998779
1075,0;0,01237305;0,01845972;0,02075171
1081,0;0,0128728;0,01844995;0,0215835
1086,0;0,01376368;0,01896265;0,0228158
1092,0;0,014625;0,01948535;0,02429126
1098,0;0,01541284;0,02015528;0,02539844
1104,0;0,01619019;0,02089429;0,02660743
1110,0;0,01677002;0,02159229;0,02752198
1116,0;0,01764234;0,02261304;0,02858936
1121,0;0,0185625;0,02403077;0,02982691
1127,0;0,01918335;0,02507813;0,03084766
1133,0;0,0198418;0,02627027;0,03176661
1139,0;0,02030835;0,02729737;0,0324524
1145,0;0,02072803;0,02829786;0,03312427
1150,0;0,02134742;0,02964966;0,03393433
1156,0;0,02183985;0,03084034;0,03446265
1162,0;0,02206788;0,03166651;0,03498707
1168,0;0,0224065;0,0325442;0,03554078
1174,0;0,02249756;0,03301319;0,03566529
1180,0;0,02265088;0,0337334;0,03605201
1185,0;0,0228982;0,03434253;0,03639185
1191,0;0,02306641;0,03480811;0,03677149
1197,0;0,02310865;0,0352732;0,03722657
1203,0;0,02325928;0,03556958;0,03758961
1209,0;0,0234795;0,03582203;0,03825318
1214,0;0,02397339;0,03626807;0,03920582
1220,0;0,02425684;0,0365857;0,04015357
1226,0;0,02474073;0,03702442;0,0411272
1232,0;0,02529786;0,0374585;0,04234303
1238,0;0,02595386;0,037865;0,04362671
1243,0;0,0267461;0,03860059;0,04515162
1249,0;0,02790186;0,0395481;0,04731666
1255,0;0,02907569;0,04055567;0,04942482
1261,0;0,03033765;0,04183668;0,0511753
1267,0;0,03141211;0,04315601;0,05317774
1273,0;0,03251417;0,04440845;0,05491285
1278,0;0,03413355;0,04645484;0,05748048
1284,0;0,03576587;0,04864479;0,05980421
1290,0;0,03703785;0,05076344;0,06198048
1296,0;0,03813697;0,05257569;0,06369752
1302,0;0,03921656;0,05434791;0,06537526
1307,0;0,04032203;0,05647413;0,06726709
1313,0;0,04166358;0,05903346;0,06916139
1319,0;0,0426565;0,06130714;0,07072169
1325,0;0,04376441;0,06318044;0,07201198
1331,0;0,0444502;0,06483009;0,07301855999999998
1336,0;0,04503003;0,06646925;0,07373560999999998
1342,0;0,0456167;0,06843996;0,07468115999999998
1348,0;0,04612085;0,07030323;0,07522901999999998
1354,0;0,04636011;0,07155421;0,07541895
1360,0;0,04654688;0,07261328999999998;0,07553688
1366,0;0,04643873;0,07345289;0,07534449999999998
1371,0;0,04638721;0,07429687999999998;0,07512085999999998
1377,0;0,04599049;0,07487257;0,07466432
1383,0;0,04570972;0,07532618;0,07402417999999998
1389,0;0,04535743;0,07548486999999998;0,07389136999999998
1395,0;0,04479102;0,07540529;0,07330396999999998
1400,0;0,04451758;0,07516407;0,07301294999999998
1406,0;0,04412354;0,0750027;0,07298707
1412,0;0,04376368;0,07424757;0,07332497
1418,0;0,04386011;0,07373072;0,07414162
1424,0;0,04398072;0,07340186999999998;0,07519019
1429,0;0,04443678;0,07293336;0,07673463
1435,0;0,04527295;0,07287061999999998;0,07872999
1441,0;0,04689454;0,07281886;0,08228517
1447,0;0,04860402;0,07336695;0,08587330999999998
1453,0;0,05072267;0,07436842;0,08947658
1459,0;0,05291652;0,07579395999999998;0,0934441
1464,0;0,05516382;0,07787159;0,096834
1470,0;0,05845241;0,08085792999999998;0,101762
1476,0;0,0620647;0,08533791;0,1071167
1482,0;0,06481373;0,08901003;0,1109461
1488,0;0,06716627;0,09279176;0,1146253
1493,0;0,06931349;0,09651662;0,1177979
1499,0;0,07148219;0,1004507;0,121096
1505,0;0,07422267;0,1058472;0,1252373
1511,0;0,07631103999999998;0,1101077;0,1284634
1517,0;0,07800245;0,11372;0,1311748
1522,0;0,08001197;0,1175298;0,1339321
1528,0;0,08119092999999998;0,1207669;0,1359158
1534,0;0,08283472999999998;0,1243797;0,1388811
1540,0;0,08482618;0,1284719;0,1418675
1546,0;0,08585304;0,1313972;0,1440867
1552,0;0,08688453999999998;0,1339448;0,1459429
1557,0;0,08784279;0,1364273;0,1477874
1563,0;0,08877443;0,1385769;0,149553
1569,0;0,09009426;0,1414898;0,1518628
1575,0;0,09119557;0,1436819;0,1535015
1581,0;0,09213894;0,145771;0,1551258
1586,0;0,09319508000000001;0,1478921;0,1567361
1592,0;0,09371998;0,1495591;0,1581402
1598,0;0,0948025;0,1516228;0,1598064
1604,0;0,0961233;0,1539509;0,1618345
1610,0;0,09695168;0,1555164;0,1630652
1615,0;0,09799148;0,1571138;0,1646147
1621,0;0,09856325;0,1586978;0,1659859
1627,0;0,0993174;0,1601826;0,1674278
1633,0;0,1004988;0,1620681;0,1691133
1639,0;0,1013274;0,1637234;0,1705247
1645,0;0,102126;0,1649561;0,1721209
1650,0;0,1026831;0,1665078;0,1732551
1656,0;0,1033902;0,167753;0,1744241
1662,0;0,1043057;0,1695015;0,1760638
1668,0;0,1051839;0,1713394;0,1777005
1674,0;0,1059463;0,1725274;0,1786763
1679,0;0,1065335;0,1737136;0,1797874
1685,0;0,1072722;0,1747337;0,1808801
1691,0;0,1081033;0,176305;0,1822114
1697,0;0,1091321;0,1781355;0,1840359
1703,0;0,109741;0,1797307;0,1856167
1709,0;0,1107227;0,1812654;0,1867617
1714,0;0,1117149;0,1824654;0,1881797
1720,0;0,1122527;0,1836934;0,1896509
1726,0;0,1133206;0,1852053;0,1912427
1732,0;0,1145205;0,1869283;0,1933897
1738,0;0,1155486;0,1885723;0,1951441
1743,0;0,1164575;0,1900179;0,1966807
1749,0;0,1173621;0,1915713;0,1981707
1755,0;0,1183792;0,1931023;0,19999
1761,0;0,1196096;0,1947952;0,20216
1767,0;0,1207026;0,1966214;0,2040481
1772,0;0,1217918;0,198473;0,2053396
1778,0;0,1227722;0,1999558;0,2068765
1784,0;0,1236687;0,201388;0,2083914
1790,0;0,1248338;0,2035203;0,2103409
1796,0;0,1260935;0,205854;0,2124339
1802,0;0,1270176;0,2076248;0,214041
1807,0;0,1278321;0,2092122;0,2153084
1813,0;0,1286485;0,2107459;0,2167391
1819,0;0,1296741;0,2120623;0,2181748
1825,0;0,1307522;0,2141614;0,2197928
1831,0;0,1315669;0,2158292;0,2213748
1836,0;0,1325015;0,2174327;0,2228167
1842,0;0,1331831;0,218771;0,2239458
1848,0;0,1339463;0,2202088;0,225292
1854,0;0,1349678;0,2220198;0,2271514
1860,0;0,1359209;0,2238777;0,2288543
1865,0;0,136897;0,2252229;0,2304859
1871,0;0,1376817;0,2266827;0,2318726
1877,0;0,1382395;0,2280157;0,233104
1883,0;0,1390684;0,2293287;0,2343699
1889,0;0,1402972;0,2313985;0,236179
1895,0;0,1413086;0,2328484;0,2378724
1900,0;0,1420283;0,2343255;0,2396101
1906,0;0,1428335;0,2356932;0,2412464
1912,0;0,1439207;0,2369852;0,2423711
1918,0;0,1450899;0,2388116;0,2442002
1924,0;0,1462598;0,241003;0,2464456
1929,0;0,147083;0,2424939;0,2481263
1935,0;0,148221;0,2439341;0,2497342
1941,0;0,1491751;0,2456358;0,251261
1947,0;0,1499817;0,2472696;0,2530889
1953,0;0,1514502;0,2494803;0,2550777
1958,0;0,1524959;0,2511163;0,25702
1964,0;0,1537102;0,2530398;0,2584644
1970,0;0,1548106;0,2549673;0,2600337
1976,0;0,1557522;0,2565967;0,2614278
1982,0;0,1570916;0,2587808;0,2639471
1988,0;0,1583357;0,2610918;0,2663821
1993,0;0,1592515;0,2629871;0,2679717
1999,0;0,1604397;0,2648587;0,269572
2005,0;0,1612241;0,2662952;0,2710289
2011,0;0,1623967;0,2679231;0,2730484
2017,0;0,1636336;0,2701985;0,275504
2022,0;0,1648245;0,2722105;0,277533
2028,0;0,165846;0,2743455;0,2790914
2034,0;0,166751;0,2760574;0,2807471
2040,0;0,1673306;0,2776241;0,2822268
2046,0;0,1688599;0,2796568;0,2844476
2051,0;0,1703352;0,2820367;0,2865967
2057,0;0,1714229;0,2839444;0,2884825
2063,0;0,1724327;0,2856934;0,2901914
2069,0;0,1733308;0,2872779;0,2918223
2075,0;0,174512;0,289232;0,2936236
2081,0;0,176062;0,291605;0,2959891
2086,0;0,1770164;0,2938181;0,2980484
2092,0;0,1781326;0,2958529;0,2996521
2098,0;0,1791746;0,2975826;0,3013387
2104,0;0,1801822;0,299021;0,3032273
2110,0;0,1816651;0,3017032;0,305293
2115,0;0,1829033;0,304118;0,3077413
2121,0;0,1840576;0,3058389;0,3097254
2127,0;0,1849536;0,3078438;0,3117779
2133,0;0,1861721;0,3093858;0,3135435
2139,0;0,1875303;0,3114827;0,315668
2144,0;0,1887957;0,3143028;0,31784391666666667
2150,0;0,190022;0,3163372;0,3206153
2156,0;0,1911658;0,3186075;0,3229549
2162,0;0,192867;0,3204036;0,3249754
2168,0;0,1939366;0,3223853;0,3270262
2174,0;0,1955586;0,3250486;0,3293404
2179,0;0,1972232;0,328188;0,3320306
2185,0;0,1986924;0,3303191;0,3343973
2191,0;0,200325;0,3327386;0,3364246
2197,0;0,2014361;0,334408;0,3383489
2203,0;0,202448;0,3368792;0,3405347
2208,0;0,2039949;0,3398824;0,3432693
2214,0;0,2057041;0,342232;0,3454422
2220,0;0,206877;0,3445891;0,3475608
2226,0;0,207472;0,3467464;0,3494583
2232,0;0,2083218;0,3487559;0,3514385
2237,0;0,2097249;0,3513384;0,35361991666666664
2243,0;0,2113445;0,3543152;0,3567222
2249,0;0,2127247;0,3569102;0,3589332
2255,0;0,2137945;0,3591516;0,3610184
2261,0;0,2147881;0,3611124;0,3631263
2267,0;0,2159727;0,3633142;0,3649993
2272,0;0,2176653;0,3660128;0,3679554
2278,0;0,2191712;0,3685948;0,37024
2284,0;0,2205686;0,371045;0,3721407
2290,0;0,2214673;0,3729888;0,3742847
2296,0;0,222337;0,3749375;0,3761524
2301,0;0,2239576;0,3775001;0,3787117
2307,0;0,2254537;0,3810387;0,3814808
2313,0;0,2266841;0,3835333;0,3835074
2319,0;0,2276182;0,3858553;0,386025
2325,0;0,2286626;0,387598;0,3880006
2331,0;0,2298999;0,3898133;0,3898409
2336,0;0,231742;0,3927135;0,3927606
2342,0;0,2332398;0,3958177;0,395275
2348,0;0,2347649;0,3980326;0,3975924
2354,0;0,2360723;0,4005552;0,4000748
2360,0;0,2370047;0,4026614;0,4018064
2365,0;0,2381236;0,4055789;0,4046849
2371,0;0,2393389;0,4086536;0,4070904
2377,0;0,2403692;0,4110284;0,4093126
2383,0;0,2416299;0,413366;0,4111485
2389,0;0,2422996;0,4154771;0,4130982
2394,0;0,2435093;0,4178241;0,4149652
2400,0;0,2444646;0,4210047;0,4176182
2406,0;0,2454617;0,4240426;0,4198426
2412,0;0,2466954;0,425952;0,421527
2418,0;0,2476614;0,4283311;0,4230658
2424,0;0,2480018;0,430119;0,4246219
2429,0;0,2486968;0,4327733;0,4265638
2435,0;0,2492615;0,4355521;0,4283553
2441,0;0,2500562;0,4376666;0,4294261
2447,0;0,2508452;0,439786;0,4303035
2453,0;0,2510945;0,4412498;0,4312894
2458,0;0,2512415;0,4432017;0,4321568
2464,0;0,2514886;0,4450316;0,4330694
2470,0;0,2516292;0,4471175;0,4339918
2476,0;0,2517872;0,4489654;0,4346188
2482,0;0,2517164;0,4503104;0,4350272
2487,0;0,2509627;0,451096;0,4352662
2493,0;0,2510723;0,4525248;0,435699
2499,0;0,250231;0,4543382;0,4350342
2505,0;0,2497041;0,4553907;0,4343739
2511,0;0,2491765;0,456077;0,4336558
2517,0;0,2484334;0,4564651;0,4326512
2522,0;0,2475594;0,4568175;0,4313961
2528,0;0,2464344;0,4571073;0,4295284
2534,0;0,2448514;0,4569032;0,4273921
2540,0;0,2435511;0,4568761;0,4252317
2546,0;0,2416453;0,4559044;0,4228333
2551,0;0,2403491;0,4547738;0,4202117
2557,0;0,2382842;0,4543827;0,4168975
2563,0;0,235304;0,4529381;0,4122455
2569,0;0,2327527;0,4515489;0,4087496
2575,0;0,2303257;0,4496724;0,4052357
2580,0;0,2279666;0,447097;0,4010816
2586,0;0,225326;0,4450458;0,3968924
2592,0;0,2212796;0,4410692;0,3906676
2598,0;0,2173792;0,4374442;0,3853617
2604,0;0,2141358;0,4341754;0,3801903
2610,0;0,2111275;0,430452;0,3747046
2615,0;0,2075735;0,4263688;0,369428
2621,0;0,2033201;0,4218255;0,3630682
2627,0;0,1977711;0,4150616;0,3539434
2633,0;0,1938885;0,4101382;0,3477935
2639,0;0,1896521;0,4052003;0,3451656
2644,0;0,1850945;0,399735;0,3452398
2650,0;0,1816497;0,3943682;0,3476495
2656,0;0,1795371;0,3864539;0,3512068
2662,0;0,179667;0,3789747;0,3545581
2668,0;0,180564;0,3726251;0,3566094
2673,0;0,1807486;0,3681214;0,35804356666666665
2679,0;0,1808599;0,3668623;0,3601805
2685,0;0,1809797;0,3693057;0,3622452
2691,0;0,1808789;0,3739175;0,3643104
2697,0;0,1807674;0,3771717;0,366295
2703,0;0,181105;0,3800072;0,3678765
2708,0;0,1807232;0,3824059;0,3692395
2714,0;0,1806541;0,3845638;0,3704781
2720,0;0,180627;0,3876524;0,371816
2726,0;0,1802805;0,3903441;0,3733687
2732,0;0,1796126;0,3922684;0,3746426
2737,0;0,1787664;0,3940316;0,3756226
2743,0;0,1785291;0,3956795;0,3764281
2749,0;0,1779627;0,3977186;0,3780303
2755,0;0,1771641;0,3998248;0,3789412
2761,0;0,1761438;0,4014786;0,3799056
2766,0;0,1755169;0,4028465;0,38076193333333336
2772,0;0,1746802;0,4040274;0,3819354
2778,0;0,1738711;0,4051675;0,3824444
2784,0;0,1729392;0,4074412;0,3835147
2790,0;0,1717434;0,4090372;0,3844039
2796,0;0,1710005;0,4102068;0,3853963
2801,0;0,1701704;0,4111641;0,3862735
2807,0;0,1690801;0,4122579;0,3867569
2813,0;0,1679793;0,4138102;0,3873885
2819,0;0,1665291;0,4154815;0,3883353
2825,0;0,1656023;0,416712;0,3887738
2830,0;0,1651521;0,4176429;0,3893787
2836,0;0,1637503;0,4185108;0,389785
2842,0;0,1624341;0,4198736;0,3900736
2848,0;0,1609307;0,4211729;0,3908924
2854,0;0,1593807;0,4221915;0,3913709
2859,0;0,1582102;0,42306225000000003;0,39171906666666667
2865,0;0,1572114;0,424317;0,3915787
2871,0;0,155656;0,4250303;0,3917652
2877,0;0,153877;0,42591;0,3924146
2883,0;0,1518508;0,4273519;0,392765
2889,0;0,1501729;0,428191;0,3929683
2894,0;0,148596;0,428732;0,3929734
2900,0;0,1468867;0,4295619;0,392899
2906,0;0,145189;0,4302474;0,393087
2912,0;0,1428797;0,4310941;0,3932979
2918,0;0,1410596;0,4319993;0,393681
2923,0;0,1391145;0,4327494;0,3934474
2929,0;0,137238;0,433433;0,3937518
2935,0;0,1356565;0,4338326;0,3940557
2941,0;0,1337739;0,4345145;0,3947681
2947,0;0,1302356;0,4357666;0,3949681
2953,0;0,1278125;0,4368931;0,3952125
2958,0;0,1259282;0,4378065;0,3955006
2964,0;0,1232671;0,4385248;0,3954669
2970,0;0,1212205;0,4390538;0,3957137
2976,0;0,1191902;0,4400736;0,3955113
2982,0;0,1172236;0,4405755;0,395431
2987,0;0,115791;0,4409627;0,3955765
2993,0;0,114282;0,4415403;0,3954827
2999,0;0,1129446;0,4418738;0,3950435
3005,0;0,1113679;0,4426631;0,394908
3011,0;0,1087044;0,4437813;0,3944852
3016,0;0,1066882;0,4446258;0,3943521
3022,0;0,1053697;0,4447686;0,3944268
3028,0;0,1034961;0,4447926;0,3939693
3034,0;0,1019378;0,4452308;0,3938851
3040,0;0,09973927;0,4457462;0,3931021
3046,0;0,09769314;0,4467274;0,3930509
3051,0;0,09613332;0,4470245;0,3928651
